업체명,모델명,연료,도심주행연비,고속도로연비
기아,"카니발(KA4 PE) 3.5GDI 하이리무진 4인 19""",휘발유,7.4,10.2
기아,"카니발(KA4 PE) 3.5GDI 9인 19""(C)",휘발유,7.7,10.9
기아,"카니발(KA4 PE) 3.5GDI 9인 19""(nC)",휘발유,7.8,10.9
기아,"K5 PE 하이브리드 2.0GDI 18""",휘발유,16.7,17.6
기아,"K5 PE 하이브리드 2.0GDI 17""(C)",휘발유,17.7,18.7
기아,"K5 PE 하이브리드 2.0GDI 17""(nC)",휘발유,18.7,18.9
기아,"K5 PE 하이브리드 2.0GDI 16""(C)",휘발유,18.7,19.7
기아,"K5 PE 하이브리드 2.0GDI 16""(nC)",휘발유,19.7,19.8
테슬라코리아 유한회사,Model Y Long Range,전기,5.1,4.6
폴스타,Polestar 2 Standard Range Single Motor,전기,5.8,4.7
볼보,볼보 XC90B6 AWD,휘발유,8.1,10.9
PSA Automobiles,Peugeot e208,전기,6.2,5.2
랜드로버,레인지로버 벨라 P400,휘발유,8,10.4
테슬라코리아 유한회사,Model Y RWD,전기,5.4,4.8
포드,Lincoln Nautilus 2.0L,휘발유,7.9,10.9
테슬라코리아 유한회사,Model 3 Long Range,전기,5.7,5.2
볼보,볼보 XC90T8 AWD,전기+휘발유,15.5,15.6
테슬라코리아 유한회사,Model 3 RWD,전기,6,5.3
벤츠,Mercedes-Benz GLA 250 4MATIC,휘발유,9.7,12.6
벤츠,Mercedes-Benz CLA 250 4MATIC,휘발유,10.4,14.4
벤츠,"Mercedes-Benz GLC 300 4MATIC Coupe	",휘발유,9.6,12.4
벤츠,"Mercedes-Benz GLS 580 4MATIC	",휘발유,5.5,6.8
벤츠,"Mercedes-Maybach GLS 600 	",휘발유,5.4,7.3
벤츠,Mercedes-Benz GLS 450 d 4MATIC,경유,9.6,11.5
폭스바겐,Atlas TSI,휘발유,7.6,10.1
BMW,BMW XM 50e,전기+휘발유,10.7,11.6
랜드로버,레인지로버 벨라 P400e,전기+휘발유,12,13.6
벤츠,Mercedes-AMG A 35 4MATIC,휘발유,9.4,12.7
벤츠,"Mercedes-Maybach GLS 600 	",휘발유,5.4,7.3
벤츠,"Mercedes-Benz GLS 580 4MATIC	",휘발유,5.5,6.8
벤츠,"Mercedes-Benz A 220 Sedan	",휘발유,10.4,13.6
볼보,볼보 S90B6 AWD,휘발유,8.7,13
볼보,볼보 S90B5,휘발유,10.1,14.6
벤츠,"Mercedes-Benz A 220	",휘발유,10.9,14.4
벤츠,Mercedes-Benz GLS 450 d 4MATIC,경유,9.6,11.5
볼보,볼보 XC60T8 AWD,전기+휘발유,16.6,17.1
케이지모빌리티,토레스 EVX 2WD 20인치타이어,전기,5.2,4.4
벤츠,Mercedes-Benz E 220 d 4MATIC,경유,13.6,18.4
벤츠,Mercedes-Benz E 300 4MATIC,휘발유,9.9,14.6
테슬라코리아 유한회사,Model Y Performance,전기,5.3,4.8
기아,K5 PE 2.0LPI 18인치(빌트인캠),LPG,8.2,11.5
기아,K5 PE 2.0LPI 17인치(빌트인캠),LPG,8.5,11.8
기아,K5 PE 2.0LPI 16인치(빌트인캠),LPG,8.5,11.7
기아,K5 PE 2.0CVVL 18인치(빌트인캠 장착),휘발유,10.9,14.1
기아,K5 PE 2.0CVVL 17인치(빌트인캠 장착),휘발유,10.9,14.5
기아,K5 PE 2.0CVVL 17인치(빌트인캠 미장착),휘발유,11.2,14.7
기아,K5 PE 1.6T-GDI 19인치(빌트인캠 장착),휘발유,10.8,14.9
기아,K5 PE 1.6T-GDI 18인치(빌트인캠 장착),휘발유,11.5,15.4
기아,K5 PE 1.6T-GDI 17인치(빌트인캠 장착),휘발유,11.9,16
기아,K5 PE 1.6T-GDI 17인치(빌트인캠 미장착),휘발유,12.1,16.1
폭스바겐,Atlas TSI,휘발유,7.6,10.1
벤츠,Mercedes-Benz S 580 e 4MATIC,전기+휘발유,11.4,14.9
벤츠,Mercedes-Benz GLE 400 e 4MATIC Coupe,전기+휘발유,11.5,12.3
BMW,BMW XM Label,전기+휘발유,9.7,10.4
포드,Mustang GT 5.0L Coupe,휘발유,6.1,9.2
포드,Mustang 2.3L Coupe,휘발유,8.4,11.5
볼보,볼보 XC40B4 AWD,휘발유,9.5,12.3
볼보,볼보 V90CCB5 AWD,휘발유,9.8,13
BMW,BMW X5 xDrive40d,경유,10,13
현대,"GV80 개조 3.5T AWD 20"" 5인 빌트인캠 장착",휘발유,6.8,9.2
현대,"GV80 개조 3.5T AWD 20"" 6/7인",휘발유,6.8,9.2
벤츠,Mercedes-AMG EQE 53 4MATIC +(Race Start +),전기,3.6,3.6
벤츠,Mercedes-AMG EQE 53 4MATIC + SUV ,전기,3.6,3.5
현대,GV80 개조 3.5T AWD 쿠페,휘발유,6.8,9.3
현대,"GV80 개조 3.5T AWD 22""",휘발유,6.8,9.2
현대,"GV80 개조 3.5T AWD 20"" 5인 빌트인캠 미장착",휘발유,6.8,9.7
현대,"GV80 개조 3.5T 2WD 22""",휘발유,7.3,9.7
현대,"GV80 개조 3.5T 2WD 20"" 6/7인",휘발유,7.3,9.5
현대,"GV80 개조 3.5T 2WD 20"" 5인 빌트인캠 장착",휘발유,7.4,9.9
현대,"GV80 개조 3.5T 2WD 20"" 5인 빌트인캠 미장착",휘발유,7.7,10
현대,GV80 개조 2.5T AWD 쿠페,휘발유,7.3,9.5
현대,"GV80 개조 2.5T 2WD 19"" 빌트인캠 장착",휘발유,8,10.8
현대,"GV80 개조 2.5T 2WD 19"" 빌트인캠 미장착",휘발유,8.2,11
현대,"GV80 개조 2.5T 2WD 20""/22""",휘발유,7.9,10.5
현대,"GV80 개조 2.5T AWD 20""/22""",휘발유,7.4,9.7
현대,"GV80 개조 2.5T AWD 19"" 6/7인",휘발유,7.5,10
현대,"GV80 개조 2.5T AWD 19"" 5인 빌트인캠 장착",휘발유,7.6,10.5
현대,"GV80 개조 2.5T AWD 19"" 5인 빌트인캠 미장착",휘발유,7.8,10.6
벤츠,Mercedes-Benz EQE 350 +,전기,4.7,4.4
벤츠,"Mercedes-AMG SL 63 4MATIC + 	",휘발유,5.5,8.4
롤스로이스,Rolls Royce Spectre,전기,3.1,3.4
롤스로이스,Rolls Royce Black Badge Spectre,전기,3,3.3
아우디,RS 5 Sportback Competition,휘발유,7.4,11.1
BMW,BMW X5 xDrive40d,경유,10,13
현대,싼타페 HEV 1.6T-GDI 4WD 5인 20인치,휘발유,13.3,12.6
현대,싼타페 HEV 1.6T-GDI 4WD 6인 20인치,휘발유,13.3,12.6
현대,싼타페 HEV 1.6T-GDI 4WD 6인 18인치,휘발유,13.7,13.4
현대,싼타페 HEV 1.6T-GDI 2WD 5인 18인치 (빌트인캠X),휘발유,16.3,14.6
현대,싼타페 HEV 1.6T-GDI 2WD 6인 18인치 (빌트인캠X),휘발유,16.3,14.6
현대,싼타페 HEV 1.6T-GDI 2WD 5인 18인치 (빌트인캠),휘발유,15.7,14.2
현대,싼타페 HEV 1.6T-GDI 2WD 6인 18인치 (빌트인캠),휘발유,15.7,14.2
볼보,볼보 V60CCB5 AWD,휘발유,9.2,12.3
볼보,볼보 S60B5,휘발유,10.4,14.1
현대,싼타페 HEV 1.6T-GDI 4WD 7인 20인치,휘발유,13.3,12.6
현대,싼타페 HEV 1.6T-GDI 4WD 5인 18인치,휘발유,14.1,13.8
현대,싼타페 HEV 1.6T-GDI 4WD 7인 18인치,휘발유,13.7,13.4
현대,싼타페 HEV 1.6T-GDI 2WD 7인 18인치 (빌트인캠X),휘발유,16.3,14.6
현대,싼타페 HEV 1.6T-GDI 2WD 7인 18인치 (빌트인캠),휘발유,15.7,14.2
BMW,BMW X1 xDrive20i,휘발유,9.4,12.7
BMW,BMW X1 M35i xDrive,휘발유,8.9,12.2
볼보,볼보 XC40 Recharge Twin,전기,4.8,4.1
PSA Automobiles,Peugeot 508 1.5 BlueHDi,경유,14.1,18.1
BMW,BMW X6 xDrive40d ,경유,10.4,13.4
BMW,BMW i7 M70 xDrive,전기,3.2,3.4
아우디,A3 40 TFSI quattro,휘발유,11.1,14.8
볼보,볼보 XC60B6 AWD,휘발유,8.4,11
볼보,볼보 XC60B5 AWD,휘발유,9.1,11.5
케이지모빌리티,토레스 EVX 2WD 18인치타이어,전기,5.5,4.5
벤츠,Mercedes-Benz EQE 350 4MATIC,전기,4,4
벤츠,Mercedes-AMG EQS 53 4MATIC +,전기,3.2,3.3
BMW,BMW 530i xDrive,휘발유,9.9,13
벤츠,Mercedes-AMG CLA 45 S 4MATIC +,휘발유,8,11.2
벤츠,Mercedes-AMG A 45 S 4MATIC +,휘발유,7.9,10.4
현대,G80 Electrified 24MY,전기,4.5,4.1
벤츠,Mercedes-Maybach S 680 (5 seater),휘발유,4.9,8.2
BMW,BMW 520i,휘발유,11.1,13.7
BMW,BMW 740i xDrive,휘발유,9.2,11.9
BMW,BMW i5 M60 xDrive,전기,3.8,3.8
크라이슬러,짚 랭글러 스포츠,휘발유,7.5,9.1
크라이슬러,짚 랭글러 사하라,휘발유,7.4,9.1
크라이슬러,짚 랭글러 루비콘,휘발유,7.1,8.1
크라이슬러,짚 랭글러 루비콘,휘발유,7.2,8.1
벤츠,Mercedes-Benz C 300 4MATIC,휘발유,9.7,13.3
랜드로버,레인지로버 벨라 P400,휘발유,8,10.4
벤츠,Mercedes-AMG EQE 53 4MATIC +,전기,3.6,3.6
벤츠,"Mercedes-Benz EQS 450 4MATIC	",전기,4,3.9
벤츠,"Mercedes-Benz EQS 450 + 	",전기,4.1,4.2
벤츠,Mercedes-Maybach S 680,휘발유,4.9,8.2
벤츠,"Mercedes-Benz S 450 d 4MATIC 	",경유,11.1,15.3
볼보,볼보 C40 Recharge Twin,전기,5,4.2
BMW,BMW i7 eDrive50,전기,3.7,4
BMW,BMW i5 eDrive40,전기,4.1,4
BMW,BMW 523d xDrive,경유,12.7,15.4
BMW,BMW 523d,경유,13.5,16.5
기아,쏘렌토(PE) 1.6T-GDI HEV 2WD 5인 17인치(빌트인캠),휘발유,15.8,14.7
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 5인 17인치,휘발유,16.6,14.6
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 6인 17인치,휘발유,14,13.4
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 5인 17인치,휘발유,14,13.4
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 7인 17인치,휘발유,14,13.4
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 5인 18인치,휘발유,14,13.4
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 6인 18인치,휘발유,14,13.4
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 6인 17인치,휘발유,15.2,14.3
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 6인 18인치,휘발유,15.2,14.3
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 7인 17인치,휘발유,15.2,14.3
기아,쏘렌토(PE) 1.6T-GDI HEV 2WD 5인 18인치(빌트인캠),휘발유,15.8,14.7
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 5인 18인치,휘발유,16.6,14.6
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 7인 18인치,휘발유,14,13.4
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 7인 18인치,휘발유,15.2,14.3
벤츠,Mercedes-Maybach S 580(5seater),휘발유,6.8,10.1
기아,쏘렌토(PE) 2.2디젤 2WD 6인 18인치(빌트인캠),경유,12.1,16.5
기아,쏘렌토(PE) 2.2디젤 2WD 6인 18인치,경유,12.3,16.7
기아,쏘렌토(PE) 2.2디젤 4WD 5인 18인치(빌트인캠),경유,11.5,15.6
기아,쏘렌토(PE) 2.2디젤 4WD 6인 18인치(빌트인캠),경유,11.5,15.6
기아,쏘렌토(PE) 2.2디젤 4WD 5인 18인치,경유,11.8,15.8
기아,쏘렌토(PE) 2.2디젤 4WD 6인 18인치,경유,11.8,15.8
기아,쏘렌토(PE) 2.2디젤 4WD 5인 20인치,경유,11.4,14.6
기아,쏘렌토(PE) 2.2디젤 4WD 6인 20인치,경유,11.4,14.6
기아,쏘렌토(PE) 2.2디젤 2WD 5인 20인치,경유,11.7,15.8
기아,쏘렌토(PE) 2.2디젤 2WD 6인 20인치,경유,11.7,15.8
기아,쏘렌토(PE) 2.2디젤 2WD 5인 18인치(빌트인캠),경유,12.4,16.8
기아,쏘렌토(PE) 2.2디젤 2WD 5인 18인치,경유,12.7,17
기아,쏘렌토(PE) 2.2디젤 2WD 7인 18인치(빌트인캠),경유,12.1,16.5
기아,쏘렌토(PE) 2.2디젤 2WD 7인 18인치,경유,12.3,16.7
현대,싼타페(MX5) 2.5T-GDI 2WD 6/7인 20인치타이어,휘발유,8.8,12
현대,싼타페(MX5) 2.5T-GDI AWD 7인 20인치타이어,휘발유,8.2,11.3
현대,싼타페(MX5) 2.5T-GDI AWD 5/6인 20인치타이어,휘발유,8.5,11.6
기아,쏘렌토(PE) 2.2디젤 4WD 7인 18인치(빌트인캠),경유,11.5,15.6
기아,쏘렌토(PE) 2.2디젤 4WD 7인 18인치,경유,11.8,15.8
기아,쏘렌토(PE) 2.2디젤 4WD 7인 20인치,경유,11.4,14.6
기아,쏘렌토(PE) 2.2디젤 2WD 7인 20인치,경유,11.7,15.8
벤츠,Mercedes-Maybach S 580,휘발유,6.8,10.1
벤츠,"Mercedes-Benz S 580 4MATIC	",휘발유,6.9,10
현대,아이오닉5 N,전기,4,3.4
현대,싼타페(MX5) 2.5T-GDI 2WD 7인 18인치(빌트인캠),휘발유,9.1,12.8
현대,싼타페(MX5) 2.5T-GDI 2WD 5/6/7인 21인치타이어,휘발유,8.8,12
현대,싼타페(MX5) 2.5T-GDI 2WD 5인 20인치타이어,휘발유,9.2,12.5
현대,싼타페(MX5) 2.5T-GDI 2WD 7인 18인치타이어,휘발유,9.3,12.9
현대,싼타페(MX5) 2.5T-GDI 2WD 5/6인 18인치(빌트인캠),휘발유,9.4,13.2
현대,싼타페(MX5) 2.5T-GDI 2WD 5/6인 18인치타이어,휘발유,9.6,13.4
현대,싼타페(MX5) 2.5T-GDI AWD 6/7인 21인치타이어,휘발유,8.2,11.3
현대,싼타페(MX5) 2.5T-GDI AWD 5인 21인치타이어,휘발유,8.5,11.6
현대,싼타페(MX5) 2.5T-GDI AWD 5/6/7인 18인치타이어,휘발유,8.8,12.2
폴스타,Polestar 2 Long Range Dual Motor,전기,4.5,4
기아,쏘렌토(PE) 2.5T-GDI 4WD 5인 20인치,휘발유,8.3,10.8
기아,쏘렌토(PE) 2.5T-GDI 4WD 6인 20인치,휘발유,8.3,10.8
기아,쏘렌토(PE) 2.5T-GDI 4WD 6인 18인치,휘발유,8.7,11.7
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 18인치,휘발유,9.4,13
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 18인치,휘발유,9.4,13
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 18인치(빌트인캠),휘발유,9.3,12.8
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 18인치(빌트인캠),휘발유,9.3,12.8
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 20인치,휘발유,9,11.8
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 20인치,휘발유,9,11.8
기아,쏘렌토(PE) 2.5T-GDI 4WD 5인 18인치,휘발유,8.8,11.8
기아,쏘렌토(PE) 2.5T-GDI 4WD 7인 20인치,휘발유,8.3,10.8
기아,쏘렌토(PE) 2.5T-GDI 4WD 7인 18인치,휘발유,8.7,11.7
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 20인치,휘발유,9,11.8
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 18인치,휘발유,9.4,13
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 18인치(빌트인캠),휘발유,9.3,12.8
혼다,ACCORD HYBRID,휘발유,18.7,17.4
기아,레이 EV 밴 1인승,전기,6,4.4
기아,레이 EV 밴 2인승,전기,6,4.4
벤츠,"Mercedes-Benz S 500 4MATIC 	",휘발유,8,10.9
토요타,토요타 Alphard Hybrid,휘발유,14.3,12.7
아우디,A8 L 50 TDI quattro,경유,9.3,13.5
아우디,A8 50 TDI quattro,경유,10.1,14.2
기아,레이 EV,전기,6,4.4
한국지엠,GMC Sierra ,휘발유,5.9,7.8
폴스타,Polestar 2 Long Range Single Motor,전기,5.5,4.6
현대,GV70 2.5T-GDI AWD 21인치(24MY),휘발유,8.2,10.7
현대,GV70 2.5T-GDI AWD 21인치 (스포츠패키지)(24MY),휘발유,8.2,10.7
현대,GV70 2.5T-GDI AWD 19인치(24MY),휘발유,8.5,11.5
현대,GV70 2.5T-GDI AWD 19인치 (스포츠패키지)(24MY),휘발유,8.5,11.5
현대,GV70 2.5T-GDI AWD 18인치(빌트인캠)(24MY),휘발유,8.6,11.4
현대,GV70 2.5T-GDI AWD 18인치(24MY),휘발유,8.7,11.5
현대,GV70 2.5T-GDI 2WD 21인치(24MY),휘발유,8.8,11.3
현대,GV70 2.5T-GDI 2WD 21인치 (스포츠패키지)(24MY),휘발유,8.8,11.3
현대,GV70 2.5T-GDI 2WD 19인치(24MY),휘발유,8.9,11.6
현대,GV70 2.5T-GDI 2WD 19인치 (스포츠패키지)(24MY),휘발유,8.9,11.6
현대,GV70 2.5T-GDI 2WD 18인치(빌트인캠)(24MY),휘발유,9.4,12.4
현대,GV70 2.5T-GDI 2WD 18인치(24MY),휘발유,9.6,12.4
현대,GV70 3.5T-GDI AWD 21인치[썸머](스포츠패키지)(24MY),휘발유,7.2,9.7
현대,GV70 3.5T-GDI AWD 21인치(24MY),휘발유,7.3,9.9
현대,GV70 3.5T-GDI AWD 21인치 (스포츠패키지)(24MY),휘발유,7.3,9.9
현대,GV70 3.5T-GDI AWD 19인치(빌트인캠)(24MY),휘발유,7.4,10.2
현대,GV70 3.5T-GDI AWD 19인치(24MY),휘발유,7.5,10.3
벤츠,"Mercedes-Benz S 450 4MATIC	",휘발유,8.4,11.6
현대,GV70 2.2디젤 2WD 21인치(24MY),경유,11.6,14.2
현대,GV70 2.2디젤 2WD 21인치 (스포츠패키지)(24MY),경유,11.6,14.2
현대,GV70 2.2디젤 2WD 19인치(24MY),경유,12,15
주식회사 한국쓰리축,한국쓰리축1톤롱바디EV트럭(포터),전기,3.2,2.4
혼다,ACCORD HYBRID,휘발유,17,16.2
현대,GV70 2.2디젤 2WD 19인치 (스포츠패키지)(24MY),경유,12,15
현대,GV70 2.2디젤 2WD 18인치 (빌트인캠)(24MY),경유,12.2,15.5
지리쓰촨상용차 유한회사,SE-A2밴,전기,4.3,3.4
현대,GV70 2.2디젤 2WD 18인치(24MY),경유,12.4,15.5
현대,GV70 2.2디젤 AWD 21인치(24MY),경유,11,13.6
현대,GV70 2.2디젤 AWD 21인치 (스포츠패키지)(24MY),경유,11,13.6
현대,GV70 2.2디젤 AWD 19인치 (24MY),경유,11.1,14
현대,GV70 2.2디젤 AWD 19인치 (스포츠패키지)(24MY),경유,11.1,14
현대,GV70 2.2디젤 AWD 18인치(빌트인캠)(24MY),경유,11.5,14.8
현대,GV70 2.2디젤 AWD 18인치(24MY),경유,11.5,15
아우디,Q4 Sportback 40 e-tron,전기,5.1,4.4
아우디,Q4 40 e-tron,전기,5,4.3
아우디,SQ8 Sportback e-tron,전기,2.5,2.6
벤츠,Mercedes-Benz EQE350 4MATIC SUV,전기,4,3.7
기아,모닝(JA PE2)_1.0가솔린_14인치타이어_밴형,휘발유,13.8,16.9
기아,모닝(JA PE2)_1.0가솔린_14인치타이어,휘발유,13.8,16.9
기아,모닝(JA PE2)_1.0가솔린_16인치타이어,휘발유,13.5,16.3
기아,스포티지 2.0 LPI 19인치_24MY,LPG,8.1,10.2
기아,스포티지 2.0 LPI 19인치 (빌트인캠) _24MY,LPG,8,9.9
기아,스포티지 2.0 LPI 18인치_24MY,LPG,8.2,10.3
기아,스포티지 2.0 LPI 18인치 (빌트인캠) _24MY,LPG,8.1,10
기아,스포티지 2.0 LPI 17인치_24MY,LPG,8.2,10.6
기아,스포티지 2.0디젤 4WD 8AT 19인치 (빌트인캠)_24MY,경유,11.3,13.9
기아,스포티지 2.0디젤 4WD 8AT 19인치_24MY,경유,11.5,13.9
기아,스포티지 2.0디젤 4WD 8AT 18인치 (빌트인캠)_24MY,경유,11.6,14.5
기아,스포티지 2.0디젤 4WD 8AT 18인치_24MY,경유,11.7,14.6
기아,스포티지 2.0디젤 4WD 8AT 17인치_24MY,경유,11.7,14.6
현대,아반떼(PE) N 2.0 T-GDI 6MT 19인치,휘발유,9.4,12.5
기아,스포티지 2.0디젤 2WD 8AT 19인치 (빌트인캠)_24MY,경유,12.3,16
기아,스포티지 2.0디젤 2WD 8AT 19인치_24MY,경유,12.5,16.2
기아,스포티지 2.0디젤 2WD 8AT 18인치 (빌트인캠)_24MY,경유,12.3,16.1
기아,스포티지 2.0디젤 2WD 8AT 18인치_24MY,경유,12.3,16.3
기아,스포티지 2.0디젤 2WD 8AT 17인치_24MY,경유,12.9,17
기아,스포티지 1.6T-GDI HEV 2WD(빌트인캠)_24MY,휘발유,16.6,15.8
기아,스포티지 1.6T-GDI HEV 2WD_24MY,휘발유,17.4,15.9
현대,아반떼(PE) N 2.0 T-GDI 8DCT 19인치,휘발유,8.9,12.9
현대,아반떼(PE) 1.6 가솔린 18인치 타이어,휘발유,12.4,15.9
현대,아반떼(PE) 1.6GDI하이브리드 18인치타이어,휘발유,19,17.9
기아,스포티지 1.6T-GDI HEV 4WD_24MY,휘발유,15.4,14.9
기아,스포티지 1.6T-GDI HEV 4WD(빌트인캠)_24MY,휘발유,14.6,14.9
기아,스포티지 1.6T-GDI 4WD 7DCT 19인치 (빌트인캠)_24MY,휘발유,9.8,12.2
기아,스포티지 1.6T-GDI 4WD 7DCT 19인치_24MY,휘발유,10.1,12.5
기아,스포티지 1.6T-GDI 4WD 7DCT 18인치 (빌트인캠)_24MY,휘발유,10.3,12.1
기아,스포티지 1.6T-GDI 4WD 7DCT 18인치_24MY,휘발유,10.4,12.5
기아,스포티지 1.6T-GDI 4WD 7DCT 17인치_24MY,휘발유,10.4,12.5
기아,스포티지 1.6T-GDI 2WD 7DCT 19인치 (빌트인캠)_24MY,휘발유,10.9,13
기아,스포티지 1.6T-GDI 2WD 7DCT 19인치_24MY,휘발유,11,13.3
기아,스포티지 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)_24MY,휘발유,11,13.6
기아,스포티지 1.6T-GDI 2WD 7DCT 18인치_24MY,휘발유,11.3,13.6
기아,스포티지 1.6T-GDI 2WD 7DCT 17인치_24MY,휘발유,11.3,13.6
크라이슬러,짚 글래디에이터,휘발유,5.7,7
PSA Automobiles,DS3 1.5 BlueHDi,경유,15.3,19
혼다,ACCORD 1.5T,휘발유,11.6,14.9
현대,투싼 2.0디젤 AWD 8AT 18인치 (빌트인캠)(23),경유,11.6,14.5
현대,투싼 2.0디젤 AWD 8AT 17/18인치(23),경유,11.7,14.6
현대,투싼 2.0디젤 2WD 8AT 18인치(빌트인캠)(23),경유,12.6,16.3
현대,투싼 2.0디젤 2WD 8AT 18인치(23),경유,12.8,16.3
현대,투싼 2.0디젤 2WD 8AT 17인치(23),경유,13,16.8
현대,투싼 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)(23),휘발유,11.3,13.6
현대,투싼 1.6T-GDI 2WD 7DCT 17/18인치(23),휘발유,11.5,13.8
현대,투싼 1.6T-GDI AWD 7DCT 18인치 (빌트인캠)(23),휘발유,10.5,12.4
현대,투싼 1.6T-GDI AWD 7DCT 17/18인치(23),휘발유,10.8,12.7
현대,투싼 1.6T-GDI 하이브리드 6AT (빌트인캠) (23),휘발유,16.3,15.2
현대,투싼 1.6T-GDI 하이브리드 6AT (23),휘발유,16.9,15.3
현대,투싼 1.6T-GDI 하이브리드 6AT 19인치 (빌트인캠)(23),휘발유,16,14.5
현대,투싼 1.6T-GDI 하이브리드 6AT 19인치 (23),휘발유,16.7,14.8
현대,투싼 1.6T-GDI HEV 6AT 4WD 17/18인치 빌트인캠 (23),휘발유,15.2,14.6
현대,투싼 1.6T-GDI HEV 6AT 4WD 17/18인치 (23),휘발유,16,14.6
현대,투싼 1.6T-GDI HEV 6AT 4WD 19인치 빌트인캠 (23),휘발유,14.9,14.5
현대,투싼 1.6T-GDI HEV 6AT 4WD 19인치 (23),휘발유,15.6,14.6
벤츠,Mercedes-Benz GLE 300 d 4MATIC(5seater),경유,10.8,12.2
현대,팰리세이드(PE) 2.2 디젤 2WD 7인 20인치(24MY),경유,11,13.5
현대,팰리세이드(PE) 2.2 디젤 2WD 8인 20인치(24MY),경유,11,13.5
현대,팰리세이드(PE) 2.2 디젤 AWD 7인 20인치(24MY),경유,10.4,12.8
현대,팰리세이드(PE) 2.2 디젤 AWD 8인 20인치(24MY),경유,10.4,12.8
현대,팰리세이드(PE) 3.8GDI 2WD 7인 20인치(24MY),휘발유,8,10.7
현대,팰리세이드(PE) 3.8GDI 2WD 8인 20인치(24MY),휘발유,8,10.7
현대,팰리세이드(PE) 3.8GDI AWD 7인 20인치(24MY),휘발유,7.6,10
현대,팰리세이드(PE) 3.8GDI AWD 8인 20인치(24MY),휘발유,7.6,10
아우디,A6 45 TDI quattro,경유,10.9,15.3
현대,넥쏘 19인치 24MY,수소,98.9,88
현대,넥쏘 17인치 24MY,수소,99.5,92.6
벤츠,"Mercedes-Benz GLE 450 d 4MATIC Coupe	",경유,9.5,11.7
벤츠,Mercedes-Benz GLE 300 d 4MATIC ,경유,10.8,12.2
토요타,토요타 Highlander Hybrid,휘발유,14.4,13.3
랜드로버,더 뉴 레인지로버 스포츠 P510e,전기+휘발유,9.4,12.3
벤츠,Mercedes-AMG GLE 53 4MATIC +(5seater),휘발유,7.3,9.2
기아,EV9 GTL 4WD 21인치 6인,전기,4.1,3.4
기아,EV9 GTL 4WD 21인치 7인,전기,4.1,3.4
아우디,RS 3,휘발유,8,11.2
아우디,S7 TDI,경유,10.2,13.6
BMW,BMW X5 xDrive50e,전기+휘발유,12.4,14.1
벤츠,Mercedes-AMG GLE 53 4MATIC +,휘발유,7.3,9.2
벤츠,Mercedes-Benz GLE 450 4MATIC(5seater),휘발유,7.7,9.7
테슬라코리아 유한회사,Model Y RWD,전기,5.3,4.8
아우디,A7 55 TFSI quattro,휘발유,8.3,11.7
토요타,토요타 Prius PHEV,전기+휘발유,29,25.7
BMW,BMW X5 xDrive40i,휘발유,8.7,10
BMW,BMW X5 xDrive30d,경유,10.7,13.1
벤츠,Mercedes-AMG GLE 53 4MATIC + Coupe,휘발유,7.3,9.2
벤츠,Mercedes-Benz GLC220 d 4MATIC ,경유,13.3,15.4
벤츠,Mercedes-Benz GLE 450 4MATIC ,휘발유,7.7,9.7
주식회사 한국쓰리축,한국쓰리축1톤롱바디EV트럭(봉고),전기,3.3,2.4
토요타,토요타 Crown Hybrid,휘발유,17.6,16.6
기아,EV9 4WD 19인치 6인,전기,4.2,3.3
기아,EV9 4WD 21인치 6인,전기,4.3,3.4
BMW,BMW X6 M Competition,휘발유,6.2,8.4
BMW,BMW X5 M Competition,휘발유,6.1,8.2
BMW,BMW X6 M60i xDrive,휘발유,7,9.1
BMW,BMW X5 M60i xDrive,휘발유,6.7,8.7
BMW,BMW X6 xDrive40i M Sport,휘발유,8.8,10.4
BMW,BMW X6 xDrive30d M Sport,경유,10.9,13.4
BMW,BMW X5 xDrive40i,휘발유,8.7,10
토요타,토요타 Prius 2WD,휘발유,21.5,20.3
현대,쏘나타(DN8) 개조 2.0GDI 하이브리드_18인치타이어,휘발유,16.8,17.4
